title_name,realease_date,price,description,title_review,title_rating,developer,publisher,game_tags
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"LEGO® Star Wars™: The Skywalker Saga","Apr 5 2022","4999.0","Play through all nine Skywalker saga films in a game unlike any other. With over 300 playable characters, over 100 vehicles, and 23 planets to explore, a galaxy far, far away has never been more fun! *Includes classic Obi-Wan Kenobi playable character","Very Positive","(11,027)","TT Games","Warner Bros. Games, Warner Bros. Interactive Entertainment","LEGO,Adventure,Open World,Space,Multiplayer,Action,Co-op,Sci-fi,Singleplayer,Funny,Local Co-Op,Story Rich,Family Friendly,Third Person,Epic,Great Soundtrack,Memes,Beautiful,Psychological Horror,Puzzle,+"
"ELDEN RING","Feb 24 2022","5999.0","THE NEW FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.","Very Positive","(116,162)","FromSoftware Inc.","FromSoftware Inc., BANDAI NAMCO Entertainment","Souls-like,Relaxing,Dark Fantasy,RPG,Difficult,Action RPG,Third Person,Open World,Fantasy,Multiplayer,Online Co-Op,Action,Singleplayer,Co-op,PvP,Violent,3D,Atmospheric,Great Soundtrack,Walking Simulator,+"
"LEGO® Star Wars™: The Skywalker Saga","Apr 5 2022","4999.0","Play through all nine Skywalker saga films in a game unlike any other. With over 300 playable characters, over 100 vehicles, and 23 planets to explore, a galaxy far, far away has never been more fun! *Includes classic Obi-Wan Kenobi playable character","Very Positive","(11,027)","TT Games","Warner Bros. Games, Warner Bros. Interactive Entertainment","LEGO,Adventure,Open World,Space,Multiplayer,Action,Co-op,Sci-fi,Singleplayer,Funny,Local Co-Op,Story Rich,Family Friendly,Third Person,Epic,Great Soundtrack,Memes,Beautiful,Psychological Horror,Puzzle,+"
"Valve Index® Base Station","Jun 28 2019","14900.0","NA","NA","NA","NA","NA","NA"
"Valve Index VR Kit","Jun 28 2019","99900.0","NA","NA","NA","NA","NA","NA"
"Sea of Thieves","Jun 3 2020","1999.0","Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.","Very Positive","(4,592)","Rare Ltd","Xbox Game Studios","Adventure,Multiplayer,Open World,Pirates,Action,Co-op,Online Co-Op,Sailing,PvP,First-Person,Exploration,Naval,Funny,PvE,Atmospheric,Massively Multiplayer,Swordplay,Great Soundtrack,FPS,Singleplayer,+"
"Call of Duty®: Black Ops III","Nov 6 2015","1979.0","Call of Duty®: Black Ops III Zombies Chronicles Edition includes the full base game plus the Zombies Chronicles content expansion.","Very Positive","(1,932)","Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Futuristic,Illuminati,Hero Shooter,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,+"
"CODE VEIN","Sep 26 2019","1199.0","In the face of certain death, we rise. Team up and embark on a journey to the ends of hell to unlock your past and escape your living nightmare in CODE VEIN.","Mostly Positive","(245)","BANDAI NAMCO Studios","BANDAI NAMCO Entertainment","Souls-like,Anime,Character Customization,Action RPG,Co-op,JRPG,Third Person,Action,Difficult,Singleplayer,RPG,Vampire,Dark Fantasy,Multiplayer,Post-apocalyptic,Online Co-Op,Hack and Slash,Violent,Adventure,Gore,+"
"Midnight Ghost Hunt","Mar 31 2022","1999.0","A chaotic multiplayer hide-and-seek game. Possess seemingly harmless objects as Ghosts or chase them down as Hunters before the clock strikes midnight!","Very Positive","(1,800)","Vaulted Sky Games","Coffee Stain Publishing","Early Access,Combat,Multiplayer,Team-Based,PvP,FPS,First-Person,Supernatural,Action,1990's,Indie,Shooter,Realistic,Sci-fi,Comedy,Tactical,3D,Third-Person Shooter,Artificial Intelligence,Controller,+"
"Halo: The Master Chief Collection","Dec 3 2019","1599.0","NA","NA","NA","NA","NA","NA"
"Vampire Survivors","Dec 17 2021","269.0","Mow down thousands of night creatures and survive until dawn! Vampire Survivors is a gothic horror casual game with rogue-lite elements, where your choices can allow you to quickly snowball against the hundreds of monsters that get thrown at you.","Overwhelmingly Positive","(11,353)","poncle","poncle","Action Roguelike,Pixel Graphics,Bullet Hell,Casual,2D,Action,RPG,Indie,Roguelite,Action RPG,Vampire,Controller,Singleplayer,Score Attack,Dark Fantasy,Arcade,Early Access,Retro,1980s,Roguelike,+"
"Totally Accurate Battle Simulator","Apr 1 2021","899.0","Be the leader of wobblers from ancient lands, spooky places, and fantasy worlds. Watch them fight in simulations made with the wobbliest physics system ever created, make your own wobblers in the unit creator and send your army off to fight your friends in multiplayer.","Overwhelmingly Positive","(1,738)","Landfall","Landfall","Sandbox,Funny,Simulation,Physics,Singleplayer,Indie,Adventure,Realistic,War,Strategy,3D,Colorful,Fantasy,Comedy,Action,Memes,Casual,Historical,Medieval,Cute,+"
"Rust","Feb 8 2018","3999.0","The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. Do whatever it takes to last another night.","Very Positive","(10,101)","Facepunch Studios","Facepunch Studios","Survival,Crafting,Multiplayer,Open World,Open World Survival Craft,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Co-op,Shooter,Online Co-Op,Indie,Early Access,Post-apocalyptic,Simulation,+"
"Call of Duty®: Black Ops III","Nov 6 2015","1979.0","Call of Duty®: Black Ops III Zombies Chronicles Edition includes the full base game plus the Zombies Chronicles content expansion.","Very Positive","(1,932)","Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Futuristic,Illuminati,Hero Shooter,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,+"
