title_name,realease_date,price,description,title_review,title_rating,developer,publisher,game_tags
"ELDEN RING","Feb 24 2022","5999.0","THE NEW FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.","Very Positive","(223,009)","FromSoftware Inc.","FromSoftware Inc., BANDAI NAMCO Entertainment","Souls-like,Dark Fantasy,Relaxing,RPG,Difficult,Action RPG,Third Person,Multiplayer,Fantasy,Online Co-Op,Action,Singleplayer,Open World,Co-op,PvP,Violent,3D,Atmospheric,Great Soundtrack,Walking Simulator,+"
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"Steam Deck","","39900.0","NA","NA","NA","NA","NA","NA"
"Core Keeper","Mar 8 2022","1169.0","Explore an endless cavern of creatures, relics and resources in a mining sandbox adventure for 1-8 players. Mine, build, fight, craft and farm to unravel the mystery of the ancient Core.","Very Positive","(2,610)","Pugstorm","Fireshine Games","Early Access,Online Co-Op,Pixel Graphics,Adventure,Sandbox,2D,Procedural Generation,Relaxing,Farming Sim,Casual,Dungeon Crawler,Cooking,Simulation,Atmospheric,Exploration,Crafting,Building,Survival,Mining,Mystery,+"
"MONSTER HUNTER RISE","Jan 12 2022","3959.0","Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.","Very Positive","(1,815)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action,JRPG,RPG,Action RPG,Online Co-Op,Co-op,Hunting,Multiplayer,Third Person,Singleplayer,Souls-like,Anime,Character Customization,PvE,Fantasy,Nature,3D,Story Rich,Atmospheric,Ninja,+"
"Valve Index VR Kit","Jun 28 2019","99900.0","NA","NA","NA","NA","NA","NA"
"WWE 2K22","Mar 11 2022","5999.0","REDESIGNED ENGINE. NEW CONTROLS. ALL THE FEATURES YOU CAN HANDLE. Get ripped out of the stands and hit with complete control of the WWE Universe. Hitting this hard has never been so easy. WWE 2K22: IT HITS DIFFERENT","Mostly Positive","(1,157)","Visual Concepts","2K","Simulation,Sports,PvP,Local Co-Op,Co-op,Wrestling,Multiplayer,Local Multiplayer,Online Co-Op,Fighting,+"
"Resident Evil Village","May 7 2021","2999.0","NA","NA","NA","NA","NA","NA"
"Mass Effect™ Legendary Edition","May 14 2021","2459.0","The Mass Effect™ Legendary Edition includes single-player base content and over 40 DLC from the highly acclaimed Mass Effect, Mass Effect 2, and Mass Effect 3 games, including promo weapons, armors, and packs — remastered and optimized for 4K Ultra HD.","Very Positive","(680)","BioWare","Electronic Arts","RPG,Story Rich,Choices Matter,Sci-fi,Action,Singleplayer,Third-Person Shooter,Space,Action RPG,Character Customization,Shooter,Sexual Content,Great Soundtrack,Atmospheric,Military,Combat,Nudity,Classic,Tactical RPG,Female Protagonist,+"
"Risk of Rain 2: Survivors of the Void","Mar 1 2022","1499.0","None","Very Positive","(3,206)","Hopoo Games","Gearbox Publishing","Action,Indie,Action Roguelike,Great Soundtrack,Co-op,Multiplayer,Third-Person Shooter,Roguelike,Looter Shooter,Survival,Singleplayer,Difficult,+"
